name of playlist>>genre>>writer>>link to playlist>>likes of playlist>>reposts of playlist
None>>None>>Hustlang Winno 🐉🐍>>None>>None>>None
Rap>>None>>boy in da hood>>https://soundcloud.com/dgthanhdong/sets/rap>>1>>None
None>>None>>Long Nguyễn>>None>>None>>None
Chill 30/4>>R&B>>Qi>>https://soundcloud.com/user-73277016/sets/chill30-4>>1>>None
04-2021>>None>>Qi>>https://soundcloud.com/user-73277016/sets/04-2021>>2>>None
None>>None>>THINHHO>>None>>None>>None
SONBEAT R&B>>None>>SONBEAT    Veri>>https://soundcloud.com/sonbeat21/sets/rnb>>10>>1
SONBEAT HOUSE>>Electronic>>SONBEAT    Veri>>https://soundcloud.com/sonbeat21/sets/house-of-sonbeat>>16>>1
LO-FI / HIP HOP / R&B of SONBEAT>>R&B>>SONBEAT    Veri>>https://soundcloud.com/sonbeat21/sets/lofihiphoprnb>>73>>7
SONBEAT>>None>>SONBEAT    Veri>>https://soundcloud.com/sonbeat21/sets/sonbeat>>28>>6
None>>None>>yafu>>None>>None>>None
None>>None>>Mai Dũng>>None>>None>>None
None>>None>>L2Share♫140>>None>>None>>None
cute phô mai que>>None>>Double D>>https://soundcloud.com/i-ngf/sets/cute-pho-mai-que>>None>>None
mới yêu>>None>>Double D>>https://soundcloud.com/i-ngf/sets/m-i-y-u>>None>>None
Autumn>>None>>Double D>>https://soundcloud.com/i-ngf/sets/autumn-1>>2>>None
Deep>>None>>Double D>>https://soundcloud.com/i-ngf/sets/deep>>None>>None
G9 II>>None>>Double D>>https://soundcloud.com/i-ngf/sets/g9-ii>>1>>None
Football>>None>>Double D>>https://soundcloud.com/i-ngf/sets/football>>None>>None
wedding>>None>>Double D>>https://soundcloud.com/i-ngf/sets/wedding>>None>>None
VPop>>None>>Double D>>https://soundcloud.com/i-ngf/sets/vpop>>None>>None
sex>>None>>Double D>>https://soundcloud.com/i-ngf/sets/sex>>None>>None
kpop jpop>>None>>Double D>>https://soundcloud.com/i-ngf/sets/kpop-jpop>>None>>None
G9>>None>>Double D>>https://soundcloud.com/i-ngf/sets/g9>>None>>None
SlimV>>None>>Double D>>https://soundcloud.com/i-ngf/sets/slimv>>None>>None
TAYLOR X MACARON>>None>>TaylorDaClownn.    Veri>>https://soundcloud.com/ph-ph-i-s/sets/taylor-x-macaron>>9>>None
TAYLOR'S CHILLIN'>>None>>TaylorDaClownn.    Veri>>https://soundcloud.com/ph-ph-i-s/sets/taylors-chillin>>5>>2
TAYLOR'S PARTY MOOD>>None>>TaylorDaClownn.    Veri>>https://soundcloud.com/ph-ph-i-s/sets/taylors-party-mood>>3>>1
TAYLOR FALLIN IN LUV>>None>>TaylorDaClownn.    Veri>>https://soundcloud.com/ph-ph-i-s/sets/taylors-in-love-guitar>>7>>None
TAYLOR'S SADNESS>>None>>TaylorDaClownn.    Veri>>https://soundcloud.com/ph-ph-i-s/sets/taylors-sadness>>4>>None
Khúc Hát Đôi Bàn Tay - (ST. Nhạc Sỹ Phạm Tuyên) - Hiếu Trần>>None>>Hieu Tran Music Producer>>https://soundcloud.com/hieutranmusicproducer/sets/kh-c-h-t-i-b-n-tay-st-nh-c-s>>None>>1
Album nhạc xưa " Hà Anh Tuấn ... biết tương tư" - 2013>>Pop>>Hieu Tran Music Producer>>https://soundcloud.com/hieutranmusicproducer/sets/album-h-anh-tu-n-bi-t-t-ng-t>>23>>1
Phương Vy - Hiếu Trần Jazz Series>>None>>Hieu Tran Music Producer>>https://soundcloud.com/hieutranmusicproducer/sets/ph-ng-vy-hi-u-tr-n-jazz-series>>2>>1
Phương Vy - Hiếu Trần Acoustic Series>>Acoustic>>Hieu Tran Music Producer>>https://soundcloud.com/hieutranmusicproducer/sets/ph-ng-vy-hi-u-tr-n-acoustic>>3>>None
Câu chuyện làm quen ( Single) - Quốc Thiên>>None>>Hieu Tran Music Producer>>https://soundcloud.com/hieutranmusicproducer/sets/c-u-chuy-n-l-m-quen-single-qu>>5>>3
None>>None>>Gia Cát Thạch>>None>>None>>None
None>>None>>Lkang>>None>>None>>None
Tren Lau Cao Remixes>>None>>YC    Veri>>https://soundcloud.com/youngcrizzal/sets/tren-lau-cao-remixes>>150>>19
Nen va Hoa Remixes>>Electronic>>YC    Veri>>https://soundcloud.com/youngcrizzal/sets/nen-va-hoa-remix>>576>>101
Treasure (Instrumental & Acapella)>>Electronic>>YC    Veri>>https://soundcloud.com/youngcrizzal/sets/treasure-instrumental-acapella>>608>>95
Yêu 5 Remix>>None>>YC    Veri>>https://soundcloud.com/youngcrizzal/sets/yeu-remix>>1,917>>521
Team 04 - The Remix 2016 Official Audio>>Remix>>YC    Veri>>https://soundcloud.com/youngcrizzal/sets/team-04-the-remix-2016-official-audio>>1,030>>277
Chill>>Pop>>Đặng Gia Linh>>https://soundcloud.com/mickeyxxxminnie/sets/songs-i-like>>20>>2
TEAM V - THE REMIX 2015 EP 1>>TOULIVER>>Touliver    Veri>>https://soundcloud.com/touliver/sets/team-v-the-remix-2015-ep-1>>1,640>>417
Temotions>>None>>Touliver    Veri>>https://soundcloud.com/touliver/sets/temotions>>1,485>>336
KỂ: TÔI, EM và CHÚNG TA>>None>>BeeBB    Veri>>https://soundcloud.com/beebb/sets/k-t-i-em-v-ch-ng-ta>>12>>1
Remixes>>None>>BeeBB    Veri>>https://soundcloud.com/beebb/sets/remixes>>9>>2
Original>>None>>BeeBB    Veri>>https://soundcloud.com/beebb/sets/original>>None>>None
SINGÈ>>None>>RPT Phongkhin    Veri>>https://soundcloud.com/pxcmxn/sets/singe>>19>>2
REMIXÉ>>None>>RPT Phongkhin    Veri>>https://soundcloud.com/pxcmxn/sets/remixe>>59>>8
Chúc tết quan viên 2 họ>>None>>RPT Phongkhin    Veri>>https://soundcloud.com/pxcmxn/sets/ch-c-t-t-quan-vi-n-2-h>>62>>7
LOST PROJECT>>None>>RPT Phongkhin    Veri>>https://soundcloud.com/pxcmxn/sets/lost-project>>16>>None
Nhạc của p i k a>>None>>RPT Phongkhin    Veri>>https://soundcloud.com/pxcmxn/sets/nh-c-c-a-p-i-k-a>>36>>3
Nhạc đi đỉa được>>None>>RPT Phongkhin    Veri>>https://soundcloud.com/pxcmxn/sets/nh-c-i-a-c>>77>>13
Bản Nhạc Hay>>None>>NH4T>>https://soundcloud.com/nh4t-entertainment/sets/b-n-nh-c-hay-nh-t-n-n-nghe>>1>>1
fav>>None>>Kimmese    Veri>>https://soundcloud.com/kimmese/sets/fav>>64>>12
tracks>>None>>Kimmese    Veri>>https://soundcloud.com/kimmese/sets/tracks>>56>>9
hot shit>>None>>Kimmese    Veri>>https://soundcloud.com/kimmese/sets/hot-shit>>92>>16
dope tracks>>None>>Kimmese    Veri>>https://soundcloud.com/kimmese/sets/dope-tracks>>15>>2
None>>None>>VUX>>None>>None>>None
UNK-TEAM Tracks>>None>>UNK-Team>>https://soundcloud.com/unk-t/sets/unk-team-tracks>>3>>None
[UNK-T] The 5th mOOd | 2OI9>>None>>UNK-Team>>https://soundcloud.com/unk-t/sets/unk-t-the-5th-mood-2oi9>>8>>2
[UNK-T] The 4th mOOd 2OI8>>None>>UNK-Team>>https://soundcloud.com/unk-t/sets/unk-t-the-4th-collection-2oi8>>6>>1
[UNK-T] The 3rd Collection 2OI7>>None>>UNK-Team>>https://soundcloud.com/unk-t/sets/unk-t-the-3rd-collection-2oi7>>6>>2
[UNK-T] The 2nd Collection 2OI6>>UNK-T>>UNK-Team>>https://soundcloud.com/unk-t/sets/unk-t-the-2nd-collection>>22>>6
[UNK-T] EDM & Remix>>EDM>>UNK-Team>>https://soundcloud.com/unk-t/sets/unk-t-edm-remix>>7>>3
[UNK-T] The 1st Collection - One Word One Thing>>unk-t>>UNK-Team>>https://soundcloud.com/unk-t/sets/unk-t-the-1st-collection-one>>28>>6
UnKnown Team 2014 - Beginning>>Hip Hop>>UNK-Team>>https://soundcloud.com/unk-t/sets/debut>>18>>3
None>>None>>Cloud 5>>None>>None>>None
Original Songs>>R&B>>Khoi Vu>>https://soundcloud.com/pkvpro123/sets/original-songs>>75>>10
beatbox>>None>>Khoi Vu>>https://soundcloud.com/pkvpro123/sets/beatbox>>4>>None
future house>>None>>Khoi Vu>>https://soundcloud.com/pkvpro123/sets/future-house>>6>>None
house>>None>>Khoi Vu>>https://soundcloud.com/pkvpro123/sets/house>>1>>1
EDM>>None>>Khoi Vu>>https://soundcloud.com/pkvpro123/sets/edm>>2>>None
trap>>None>>Khoi Vu>>https://soundcloud.com/pkvpro123/sets/trap>>1>>None
nhạc nhẹ>>None>>Khoi Vu>>https://soundcloud.com/pkvpro123/sets/nh-c-nh>>3>>None
rap>>None>>Khoi Vu>>https://soundcloud.com/pkvpro123/sets/rap>>5>>None
dubstep>>None>>Khoi Vu>>https://soundcloud.com/pkvpro123/sets/dubstep>>None>>None
Eurovision>>World>>Khoi Vu>>https://soundcloud.com/pkvpro123/sets/eurovision>>None>>None
None>>None>>odayconhacthuii>>None>>None>>None
